Country code,Country name,Series code,Series name,SCALE,Decimals,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
ECU,Ecuador,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,8.58,9.27,9.53,10.03,10.22,10.75,10.18,12.64,..,..
EGY,"Egypt, Arab Rep.",AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
EMU,Euro area,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
ERI,Eritrea,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
ESP,Spain,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,12.63,12.85,12.27,11.74,11.71,11.6,11.85,11.94,..,..,..
EST,Estonia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
ETH,Ethiopia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,0.38,0.37,0.44,0.39,0.47,0.48,0.49,..,..
FIN,Finland,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,2.88,2.86,2.85,2.84,2.81,..,..,..,..,..,..
FJI,Fiji,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
FRA,France,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.67,..,5.06,..,..,..,..
FRO,Faeroe Islands,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
FSM,"Micronesia, Fed. Sts.",AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GAB,Gabon,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GBR,United Kingdom,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GEO,Georgia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.97,4.17,4,..,..,..
GHA,Ghana,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GIB,Gibraltar,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GIN,Guinea,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GMB,"Gambia, The",AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GNB,Guinea-Bissau,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GNQ,Equatorial Guinea,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GRC,Greece,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,28.62,..,33.49,17.72,27.36,17.27,16.9,..,..
GRD,Grenada,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..
GRL,Greenland,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GTM,Guatemala,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GUM,Guam,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GUY,Guyana,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIC,High income,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HKG,"Hong Kong SAR, China",AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HND,Honduras,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HRV,Croatia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,0.75,1.02,1.32,0.33,0.67,..,0.38,..,..
HTI,Haiti,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HUN,Hungary,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,2.54,2.03,1.28,1.33,2.07,1.38,1.83,..,..
IDN,Indonesia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,16.53,11.75,14.87,16.01,..,..,..,..,..,..
IMY,Isle of Man,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IND,India,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,32.23,31.62,29.88,31.63,32.92,33.57,34.34,34.66,35.12,..,..
IRL,Ireland,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IRN,"Iran, Islamic Rep.",AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,12.57,12.74,12.91,13.08,18,18.21,18.42,19.02,..,..,..
IRQ,Iraq,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
ISL,Iceland,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
ISR,Israel,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,31.55,30.91,..,..,..,..,29.92,..,28.35,..,..
ITA,Italy,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,18.33,..,17.73,..,18.83,..,..,..,..
JAM,Jamaica,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
JOR,Jordan,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,7.14,7.32,7.06,7.33,7.9,8.25,7.48,9.47,9.17,..,..
JPN,Japan,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,35.47,35.33,35.05,36,36.27,36.05,35.89,35.09,35.17,..,..
KAZ,Kazakhstan,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
KEN,Kenya,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,0.04,0.03,0.11,0.04,0.04,0.04,0.03,0.03,0.04,..,..
KGZ,Kyrgyz Republic,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,9.53,9.53,9.47,9.5,9.32,9.3,9.31,9.3,9.39,..,..
KHM,Cambodia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
KIR,Kiribati,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
KNA,St. Kitts and Nevis,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,..,..
KOR,"Korea, Rep.",AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,54.87,53.42,52.88,52.1,51.4,51.63,..,..,..,..
KSV,Kosovo,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
KWT,Kuwait,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
LAC,Latin America & Caribbean,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
LAO,Lao PDR,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
LBN,Lebanon,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,18.98,19.75,20.06,20.61,19.94,..,..,..,..
LBR,Liberia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
LBY,Libya,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
LCA,St. Lucia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
LIC,Low income,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
LIE,Liechtenstein,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
LKA,Sri Lanka,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
LMC,Lower middle income,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
LMY,Low & middle income,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
LSO,Lesotho,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
LTU,Lithuania,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
LUX,Luxembourg,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
LVA,Latvia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..
MAC,"Macao SAR, China",AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MAF,St. Martin (French part),AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MAR,Morocco,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.3,4.3,3.9,4.11,4.43,4.61,..,..
MCO,Monaco,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MDA,Moldova,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,11.07,9,9.02,9.04,9.12,9.18,9.05,9.19,9.22,..,..
MDG,Madagascar,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,..,..
MDV,Maldives,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MEX,Mexico,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,1.94,2,5.2,5.27,5.19,5.45,5.47,..,..
MHL,Marshall Islands,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MIC,Middle income,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MKD,"Macedonia, FYR",AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.34,..,..,..,..
MLI,Mali,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MLT,Malta,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,20,..,22.22,..,22.22,22.22,22.22,..,..
MMR,Myanmar,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,22.84,23.2,23.4,24.81,24.76,..,..,..,..
MNA,Middle East & North Africa,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MNE,Montenegro,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MNG,Mongolia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MNP,Northern Mariana Islands,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MOZ,Mozambique,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MRT,Mauritania,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MUS,Mauritius,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,19.81,20.75,20.19,20.19,20.39,20.79,21.43,21.43,..,..
MWI,Malawi,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.6,0.56,0.74,0.53,..,..,..
MYS,Malaysia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
MYT,Mayotte,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
NAM,Namibia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
NCL,New Caledonia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
NER,Niger,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
NGA,Nigeria,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
NIC,Nicaragua,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
NIU,Niue,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
NLD,Netherlands,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.55,..,..,..,..
NOR,Norway,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.23,4.15,5.41,..,..,..,..,..
NPL,Nepal,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,27.55,27.73,27.74,27.74,27.74,27.74,27.74,27.74,..,..,..
NRU,Nauru,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
NZL,New Zealand,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,3.17,..,..,..,..,..,..,..,..,..
OMN,Oman,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.03,..,..
PAK,Pakistan,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,65.61,65.97,66.95,69.4,70.14,70.1,71.06,72.79,73.86,..,..
PAN,Panama,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
PER,Peru,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
PHL,Philippines,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
PLW,Palau,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
PNG,Papua New Guinea,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
POL,Poland,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.45,..,0.45,..,..,..,..
PRI,Puerto Rico,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,7.66,7.91,..,..,..,8.47,..,..,..,..
PRK,"Korea, Dem. Rep.",AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
PRT,Portugal,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.93,..,11.44,..,..,..,..
PRY,Paraguay,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
PYF,French Polynesia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
QAT,Qatar,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
ROM,Romania,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,2.21,3.29,3.84,2.31,0.32,0.68,2.36,1.9,2.19,..,..
RUS,Russian Federation,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,2.07,2.05,2.1,2.1,2.07,2.06,2.02,1.97,..,..,..
RWA,Rwanda,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SAS,South Asia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SAU,Saudi Arabia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SDN,Sudan,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,1.03,1.13,1.23,1.18,1.08,0.86,1.16,1.04,..,..
SEN,Senegal,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,0.64,0.62,0.69,0.76,0.73,..,..,..,..,..
SGP,Singapore,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SID,Small island developing states,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SLB,Solomon Islands,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SLE,Sierra Leone,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SLV,El Salvador,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,1.81,1.74,1.92,2.17,2.13,..,..,..,..
SMR,San Marino,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SOM,Somalia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SRB,Serbia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.51,0.51,0.51,0.61,..,..
SSA,Sub-Saharan Africa,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
STP,Sao Tome and Principe,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SUR,Suriname,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SVK,Slovak Republic,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,4.92,3.35,4.2,2.17,1.34,1.29,1.3,1.34,1.04,..,..
SVN,Slovenia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,0.59,0.59,0.59,0.61,0.39,0.61,0.8,0.81,0.85,..,..
