year,state,month,number,date
2000,Santa Catarina,aug,69,1/1/00
2001,Santa Catarina,aug,24,1/1/01
2002,Santa Catarina,aug,702,1/1/02
2003,Santa Catarina,aug,1.513,1/1/03
2004,Santa Catarina,aug,728,1/1/04
2005,Santa Catarina,aug,391,1/1/05
2006,Santa Catarina,aug,728,1/1/06
2007,Santa Catarina,aug,462,1/1/07
2008,Santa Catarina,aug,51,1/1/08
2009,Santa Catarina,aug,759,1/1/09
2010,Santa Catarina,aug,511,1/1/10
2011,Santa Catarina,aug,175,1/1/11
2012,Santa Catarina,aug,398,1/1/12
2013,Santa Catarina,aug,236,1/1/13
2014,Santa Catarina,aug,459,1/1/14
2015,Santa Catarina,aug,379,1/1/15
2016,Santa Catarina,aug,765,1/1/16
2017,Santa Catarina,aug,713,1/1/17
1998,Santa Catarina,sep,6,1/1/98
1999,Santa Catarina,sep,101,1/1/99
2000,Santa Catarina,sep,36,1/1/00
2001,Santa Catarina,sep,18,1/1/01
2002,Santa Catarina,sep,416,1/1/02
2003,Santa Catarina,sep,1.339,1/1/03
2004,Santa Catarina,sep,755,1/1/04
2005,Santa Catarina,sep,116,1/1/05
2006,Santa Catarina,sep,530,1/1/06
2007,Santa Catarina,sep,617,1/1/07
2008,Santa Catarina,sep,233,1/1/08
2009,Santa Catarina,sep,47,1/1/09
2010,Santa Catarina,sep,198,1/1/10
2011,Santa Catarina,sep,450,1/1/11
2012,Santa Catarina,sep,188,1/1/12
2013,Santa Catarina,sep,303,1/1/13
2014,Santa Catarina,sep,208,1/1/14
2015,Santa Catarina,sep,156,1/1/15
2016,Santa Catarina,sep,644,1/1/16
2017,Santa Catarina,sep,626,1/1/17
1998,Santa Catarina,oct,4,1/1/98
1999,Santa Catarina,oct,16,1/1/99
2000,Santa Catarina,oct,55,1/1/00
2001,Santa Catarina,oct,26,1/1/01
2002,Santa Catarina,oct,42,1/1/02
2003,Santa Catarina,oct,669,1/1/03
2004,Santa Catarina,oct,704,1/1/04
2005,Santa Catarina,oct,197,1/1/05
2006,Santa Catarina,oct,269,1/1/06
2007,Santa Catarina,oct,35,1/1/07
2008,Santa Catarina,oct,56,1/1/08
2009,Santa Catarina,oct,252,1/1/09
2010,Santa Catarina,oct,76,1/1/10
2011,Santa Catarina,oct,102,1/1/11
2012,Santa Catarina,oct,34,1/1/12
2013,Santa Catarina,oct,107,1/1/13
2014,Santa Catarina,oct,122,1/1/14
2015,Santa Catarina,oct,21,1/1/15
2016,Santa Catarina,oct,56,1/1/16
2017,Santa Catarina,oct,51,1/1/17
1998,Santa Catarina,nov,21,1/1/98
1999,Santa Catarina,nov,84,1/1/99
2000,Santa Catarina,nov,19,1/1/00
2001,Santa Catarina,nov,66,1/1/01
2002,Santa Catarina,nov,348,1/1/02
2003,Santa Catarina,nov,347,1/1/03
2004,Santa Catarina,nov,279,1/1/04
2005,Santa Catarina,nov,384,1/1/05
2006,Santa Catarina,nov,45,1/1/06
2007,Santa Catarina,nov,26,1/1/07
2008,Santa Catarina,nov,16,1/1/08
2009,Santa Catarina,nov,61,1/1/09
2010,Santa Catarina,nov,88,1/1/10
2011,Santa Catarina,nov,79,1/1/11
2012,Santa Catarina,nov,72,1/1/12
2013,Santa Catarina,nov,84,1/1/13
2014,Santa Catarina,nov,43,1/1/14
2015,Santa Catarina,nov,9,1/1/15
2016,Santa Catarina,nov,156,1/1/16
2017,Santa Catarina,nov,152,1/1/17
1998,Santa Catarina,dec,26,1/1/98
1999,Santa Catarina,dec,89,1/1/99
2000,Santa Catarina,dec,29,1/1/00
2001,Santa Catarina,dec,45,1/1/01
2002,Santa Catarina,dec,76,1/1/02
2003,Santa Catarina,dec,129,1/1/03
2004,Santa Catarina,dec,68,1/1/04
2005,Santa Catarina,dec,17,1/1/05
2006,Santa Catarina,dec,7,1/1/06
2007,Santa Catarina,dec,17,1/1/07
2008,Santa Catarina,dec,29,1/1/08
2009,Santa Catarina,dec,20,1/1/09
2010,Santa Catarina,dec,23,1/1/10
2011,Santa Catarina,dec,24,1/1/11
2012,Santa Catarina,dec,32,1/1/12
2013,Santa Catarina,dec,74,1/1/13
2014,Santa Catarina,dec,45,1/1/14
2015,Santa Catarina,dec,19,1/1/15
2016,Santa Catarina,dec,20,1/1/16
1998,Sao Paulo,jan,0,1/1/98
1999,Sao Paulo,jan,7,1/1/99
2000,Sao Paulo,jan,36,1/1/00
2001,Sao Paulo,jan,26,1/1/01
2002,Sao Paulo,jan,19,1/1/02
2003,Sao Paulo,jan,59,1/1/03
2004,Sao Paulo,jan,37,1/1/04
2005,Sao Paulo,jan,26,1/1/05
2006,Sao Paulo,jan,76,1/1/06
2007,Sao Paulo,jan,14,1/1/07
2008,Sao Paulo,jan,34,1/1/08
2009,Sao Paulo,jan,12,1/1/09
2010,Sao Paulo,jan,45,1/1/10
2011,Sao Paulo,jan,75,1/1/11
2012,Sao Paulo,jan,38,1/1/12
2013,Sao Paulo,jan,36,1/1/13
2014,Sao Paulo,jan,99,1/1/14
2015,Sao Paulo,jan,120,1/1/15
2016,Sao Paulo,jan,85,1/1/16
2017,Sao Paulo,jan,28,1/1/17
1998,Sao Paulo,feb,0,1/1/98
1999,Sao Paulo,feb,47,1/1/99
2000,Sao Paulo,feb,25,1/1/00
2001,Sao Paulo,feb,25,1/1/01
2002,Sao Paulo,feb,19,1/1/02
2003,Sao Paulo,feb,137,1/1/03
2004,Sao Paulo,feb,41,1/1/04
2005,Sao Paulo,feb,78,1/1/05
2006,Sao Paulo,feb,59,1/1/06
2007,Sao Paulo,feb,96,1/1/07
2008,Sao Paulo,feb,30,1/1/08
2009,Sao Paulo,feb,65,1/1/09
2010,Sao Paulo,feb,152,1/1/10
2011,Sao Paulo,feb,73,1/1/11
2012,Sao Paulo,feb,81,1/1/12
2013,Sao Paulo,feb,100,1/1/13
2014,Sao Paulo,feb,112,1/1/14
2015,Sao Paulo,feb,69,1/1/15
2016,Sao Paulo,feb,188,1/1/16
2017,Sao Paulo,feb,107,1/1/17
1998,Sao Paulo,mar,0,1/1/98
1999,Sao Paulo,mar,78,1/1/99
2000,Sao Paulo,mar,26,1/1/00
2001,Sao Paulo,mar,35,1/1/01
2002,Sao Paulo,mar,111,1/1/02
2003,Sao Paulo,mar,86,1/1/03
2004,Sao Paulo,mar,73,1/1/04
2005,Sao Paulo,mar,73,1/1/05
2006,Sao Paulo,mar,106,1/1/06
2007,Sao Paulo,mar,152,1/1/07
2008,Sao Paulo,mar,72,1/1/08
2009,Sao Paulo,mar,55,1/1/09
2010,Sao Paulo,mar,111,1/1/10
2011,Sao Paulo,mar,45,1/1/11
2012,Sao Paulo,mar,99,1/1/12
2013,Sao Paulo,mar,57,1/1/13
2014,Sao Paulo,mar,75,1/1/14
2015,Sao Paulo,mar,68,1/1/15
2016,Sao Paulo,mar,82,1/1/16
2017,Sao Paulo,mar,103,1/1/17
1998,Sao Paulo,apr,0,1/1/98
1999,Sao Paulo,apr,291,1/1/99
2000,Sao Paulo,apr,102,1/1/00
2001,Sao Paulo,apr,61,1/1/01
2002,Sao Paulo,apr,178,1/1/02
2003,Sao Paulo,apr,106,1/1/03
2004,Sao Paulo,apr,36,1/1/04
2005,Sao Paulo,apr,62,1/1/05
2006,Sao Paulo,apr,63,1/1/06
2007,Sao Paulo,apr,44,1/1/07
2008,Sao Paulo,apr,84,1/1/08
2009,Sao Paulo,apr,67,1/1/09
2010,Sao Paulo,apr,91,1/1/10
2011,Sao Paulo,apr,52,1/1/11
2012,Sao Paulo,apr,82,1/1/12
2013,Sao Paulo,apr,103,1/1/13
2014,Sao Paulo,apr,103,1/1/14
2015,Sao Paulo,apr,76,1/1/15
2016,Sao Paulo,apr,307,1/1/16
2017,Sao Paulo,apr,41,1/1/17
1998,Sao Paulo,may,0,1/1/98
1999,Sao Paulo,may,500,1/1/99
2000,Sao Paulo,may,300,1/1/00
2001,Sao Paulo,may,211,1/1/01
2002,Sao Paulo,may,319,1/1/02
2003,Sao Paulo,may,69,1/1/03
2004,Sao Paulo,may,60,1/1/04
2005,Sao Paulo,may,212,1/1/05
2006,Sao Paulo,may,88,1/1/06
2007,Sao Paulo,may,69,1/1/07
2008,Sao Paulo,may,40,1/1/08
2009,Sao Paulo,may,142,1/1/09
2010,Sao Paulo,may,150,1/1/10
2011,Sao Paulo,may,136,1/1/11
2012,Sao Paulo,may,82,1/1/12
2013,Sao Paulo,may,118,1/1/13
2014,Sao Paulo,may,181,1/1/14
2015,Sao Paulo,may,65,1/1/15
2016,Sao Paulo,may,139,1/1/16
2017,Sao Paulo,may,43,1/1/17
1998,Sao Paulo,jun,451,1/1/98
1999,Sao Paulo,jun,522,1/1/99
2000,Sao Paulo,jun,606,1/1/00
2001,Sao Paulo,jun,346,1/1/01
2002,Sao Paulo,jun,562,1/1/02
2003,Sao Paulo,jun,132,1/1/03
2004,Sao Paulo,jun,231,1/1/04
2005,Sao Paulo,jun,236,1/1/05
2006,Sao Paulo,jun,97,1/1/06
2007,Sao Paulo,jun,91,1/1/07
2008,Sao Paulo,jun,25,1/1/08
2009,Sao Paulo,jun,125,1/1/09
2010,Sao Paulo,jun,143,1/1/10
2011,Sao Paulo,jun,210,1/1/11
2012,Sao Paulo,jun,30,1/1/12
2013,Sao Paulo,jun,47,1/1/13
2014,Sao Paulo,jun,331,1/1/14
2015,Sao Paulo,jun,147,1/1/15
2016,Sao Paulo,jun,197,1/1/16
2017,Sao Paulo,jun,217,1/1/17
1998,Sao Paulo,jul,596,1/1/98
1999,Sao Paulo,jul,684,1/1/99
2000,Sao Paulo,jul,770,1/1/00
2001,Sao Paulo,jul,538,1/1/01
2002,Sao Paulo,jul,448,1/1/02
2003,Sao Paulo,jul,171,1/1/03
2004,Sao Paulo,jul,342,1/1/04
2005,Sao Paulo,jul,284,1/1/05
2006,Sao Paulo,jul,245,1/1/06
2007,Sao Paulo,jul,94,1/1/07
2008,Sao Paulo,jul,126,1/1/08
2009,Sao Paulo,jul,110,1/1/09
2010,Sao Paulo,jul,600,1/1/10
2011,Sao Paulo,jul,479,1/1/11
2012,Sao Paulo,jul,179,1/1/12
2013,Sao Paulo,jul,181,1/1/13
2014,Sao Paulo,jul,476,1/1/14
2015,Sao Paulo,jul,149,1/1/15
2016,Sao Paulo,jul,687,1/1/16
2017,Sao Paulo,jul,802,1/1/17
1998,Sao Paulo,aug,581,1/1/98
1999,Sao Paulo,aug,1.211,1/1/99
2000,Sao Paulo,aug,915,1/1/00
2001,Sao Paulo,aug,595,1/1/01
2002,Sao Paulo,aug,719,1/1/02
2003,Sao Paulo,aug,934,1/1/03
2004,Sao Paulo,aug,794,1/1/04
2005,Sao Paulo,aug,522,1/1/05
2006,Sao Paulo,aug,572,1/1/06
2007,Sao Paulo,aug,470,1/1/07
2008,Sao Paulo,aug,153,1/1/08
2009,Sao Paulo,aug,289,1/1/09
2010,Sao Paulo,aug,1.809,1/1/10
2011,Sao Paulo,aug,1.067,1/1/11
2012,Sao Paulo,aug,435,1/1/12
2013,Sao Paulo,aug,497,1/1/13
2014,Sao Paulo,aug,1.458,1/1/14
2015,Sao Paulo,aug,643,1/1/15
2016,Sao Paulo,aug,797,1/1/16
2017,Sao Paulo,aug,981,1/1/17
1998,Sao Paulo,sep,525,1/1/98
1999,Sao Paulo,sep,911,1/1/99
2000,Sao Paulo,sep,582,1/1/00
2001,Sao Paulo,sep,425,1/1/01
2002,Sao Paulo,sep,302,1/1/02
2003,Sao Paulo,sep,977,1/1/03
2004,Sao Paulo,sep,809,1/1/04
2005,Sao Paulo,sep,231,1/1/05
2006,Sao Paulo,sep,694,1/1/06
2007,Sao Paulo,sep,495,1/1/07
2008,Sao Paulo,sep,486,1/1/08
2009,Sao Paulo,sep,116,1/1/09
2010,Sao Paulo,sep,1.677,1/1/10
2011,Sao Paulo,sep,1.108,1/1/11
2012,Sao Paulo,sep,813,1/1/12
2013,Sao Paulo,sep,560,1/1/13
2014,Sao Paulo,sep,882,1/1/14
2015,Sao Paulo,sep,368,1/1/15
2016,Sao Paulo,sep,490,1/1/16
2017,Sao Paulo,sep,2.868,1/1/17
1998,Sao Paulo,oct,434,1/1/98
1999,Sao Paulo,oct,763,1/1/99
2000,Sao Paulo,oct,647,1/1/00
2001,Sao Paulo,oct,444,1/1/01
2002,Sao Paulo,oct,733,1/1/02
2003,Sao Paulo,oct,422,1/1/03
2004,Sao Paulo,oct,195,1/1/04
2005,Sao Paulo,oct,221,1/1/05
2006,Sao Paulo,oct,153,1/1/06
2007,Sao Paulo,oct,281,1/1/07
2008,Sao Paulo,oct,87,1/1/08
2009,Sao Paulo,oct,64,1/1/09
2010,Sao Paulo,oct,260,1/1/10
2011,Sao Paulo,oct,188,1/1/11
2012,Sao Paulo,oct,206,1/1/12
2013,Sao Paulo,oct,127,1/1/13
2014,Sao Paulo,oct,887,1/1/14
2015,Sao Paulo,oct,213,1/1/15
2016,Sao Paulo,oct,177,1/1/16
2017,Sao Paulo,oct,179,1/1/17
1998,Sao Paulo,nov,488,1/1/98
1999,Sao Paulo,nov,398,1/1/99
2000,Sao Paulo,nov,96,1/1/00
2001,Sao Paulo,nov,168,1/1/01
2002,Sao Paulo,nov,72,1/1/02
2003,Sao Paulo,nov,155,1/1/03
2004,Sao Paulo,nov,144,1/1/04
2005,Sao Paulo,nov,163,1/1/05
2006,Sao Paulo,nov,43,1/1/06
2007,Sao Paulo,nov,50,1/1/07
2008,Sao Paulo,nov,20,1/1/08
2009,Sao Paulo,nov,83,1/1/09
2010,Sao Paulo,nov,104,1/1/10
2011,Sao Paulo,nov,87,1/1/11
2012,Sao Paulo,nov,50,1/1/12
2013,Sao Paulo,nov,120,1/1/13
2014,Sao Paulo,nov,56,1/1/14
2015,Sao Paulo,nov,21,1/1/15
2016,Sao Paulo,nov,39,1/1/16
2017,Sao Paulo,nov,37,1/1/17
1998,Sao Paulo,dec,121,1/1/98
1999,Sao Paulo,dec,47,1/1/99
2000,Sao Paulo,dec,23,1/1/00
2001,Sao Paulo,dec,52,1/1/01
2002,Sao Paulo,dec,57,1/1/02
2003,Sao Paulo,dec,58,1/1/03
2004,Sao Paulo,dec,102,1/1/04
2005,Sao Paulo,dec,15,1/1/05
2006,Sao Paulo,dec,13,1/1/06
2007,Sao Paulo,dec,21,1/1/07
2008,Sao Paulo,dec,36,1/1/08
2009,Sao Paulo,dec,37,1/1/09
2010,Sao Paulo,dec,52,1/1/10
2011,Sao Paulo,dec,53,1/1/11
2012,Sao Paulo,dec,64,1/1/12
2013,Sao Paulo,dec,109,1/1/13
2014,Sao Paulo,dec,57,1/1/14
2015,Sao Paulo,dec,45,1/1/15
2016,Sao Paulo,dec,47,1/1/16
1998,Sergipe,jan,0,1/1/98
1999,Sergipe,jan,36,1/1/99
2000,Sergipe,jan,1,1/1/00
2001,Sergipe,jan,2,1/1/01
2002,Sergipe,jan,1,1/1/02
2003,Sergipe,jan,198,1/1/03
2004,Sergipe,jan,16,1/1/04
2005,Sergipe,jan,80,1/1/05
2006,Sergipe,jan,36,1/1/06
2007,Sergipe,jan,56,1/1/07
2008,Sergipe,jan,100,1/1/08
2009,Sergipe,jan,60,1/1/09
2010,Sergipe,jan,29,1/1/10
2011,Sergipe,jan,36,1/1/11
2012,Sergipe,jan,39,1/1/12
2013,Sergipe,jan,34,1/1/13
2014,Sergipe,jan,20,1/1/14
2015,Sergipe,jan,44,1/1/15
2016,Sergipe,jan,9,1/1/16
2017,Sergipe,jan,31,1/1/17
1998,Sergipe,feb,0,1/1/98
1999,Sergipe,feb,25,1/1/99
2000,Sergipe,feb,6,1/1/00
2001,Sergipe,feb,2,1/1/01
2002,Sergipe,feb,6,1/1/02
2003,Sergipe,feb,50,1/1/03
2004,Sergipe,feb,10,1/1/04
2005,Sergipe,feb,19,1/1/05
2006,Sergipe,feb,36,1/1/06
2007,Sergipe,feb,22,1/1/07
2008,Sergipe,feb,67,1/1/08
2009,Sergipe,feb,64,1/1/09
2010,Sergipe,feb,33,1/1/10
2011,Sergipe,feb,31,1/1/11
2012,Sergipe,feb,34,1/1/12
2013,Sergipe,feb,47,1/1/13
2014,Sergipe,feb,18,1/1/14
2015,Sergipe,feb,40,1/1/15
2016,Sergipe,feb,22,1/1/16
2017,Sergipe,feb,18,1/1/17
1998,Sergipe,mar,0,1/1/98
1999,Sergipe,mar,18,1/1/99
2000,Sergipe,mar,6,1/1/00
2001,Sergipe,mar,1,1/1/01
2002,Sergipe,mar,7,1/1/02
2003,Sergipe,mar,62,1/1/03
2004,Sergipe,mar,36,1/1/04
2005,Sergipe,mar,28,1/1/05
2006,Sergipe,mar,41,1/1/06
2007,Sergipe,mar,2,1/1/07
2008,Sergipe,mar,43,1/1/08
2009,Sergipe,mar,29,1/1/09
2010,Sergipe,mar,44,1/1/10
2011,Sergipe,mar,47,1/1/11
2012,Sergipe,mar,71,1/1/12
2013,Sergipe,mar,67,1/1/13
2014,Sergipe,mar,33,1/1/14
2015,Sergipe,mar,49,1/1/15
2016,Sergipe,mar,26,1/1/16
2017,Sergipe,mar,16,1/1/17
1998,Sergipe,apr,0,1/1/98
1999,Sergipe,apr,6,1/1/99
2000,Sergipe,apr,1,1/1/00
2001,Sergipe,apr,0,1/1/01
2002,Sergipe,apr,12,1/1/02
2003,Sergipe,apr,48,1/1/03
2004,Sergipe,apr,13,1/1/04
2005,Sergipe,apr,8,1/1/05
2006,Sergipe,apr,9,1/1/06
2007,Sergipe,apr,1,1/1/07
2008,Sergipe,apr,2,1/1/08
2009,Sergipe,apr,19,1/1/09
2010,Sergipe,apr,1,1/1/10
2011,Sergipe,apr,12,1/1/11
2012,Sergipe,apr,40,1/1/12
2013,Sergipe,apr,15,1/1/13
2014,Sergipe,apr,7,1/1/14
2015,Sergipe,apr,35,1/1/15
2016,Sergipe,apr,14,1/1/16
2017,Sergipe,apr,8,1/1/17
1998,Sergipe,may,0,1/1/98
1999,Sergipe,may,0,1/1/99
2000,Sergipe,may,0,1/1/00
2001,Sergipe,may,3,1/1/01
2002,Sergipe,may,0,1/1/02
2003,Sergipe,may,2,1/1/03
2004,Sergipe,may,5,1/1/04
2005,Sergipe,may,0,1/1/05
2006,Sergipe,may,0,1/1/06
2007,Sergipe,may,0,1/1/07
2008,Sergipe,may,0,1/1/08
2009,Sergipe,may,0,1/1/09
2010,Sergipe,may,0,1/1/10
2011,Sergipe,may,0,1/1/11
2012,Sergipe,may,17,1/1/12
2013,Sergipe,may,1,1/1/13
2014,Sergipe,may,1,1/1/14
2015,Sergipe,may,11,1/1/15
2016,Sergipe,may,9,1/1/16
2017,Sergipe,may,1,1/1/17
1998,Sergipe,jun,0,1/1/98
1999,Sergipe,jun,0,1/1/99
2000,Sergipe,jun,0,1/1/00
2001,Sergipe,jun,0,1/1/01
2002,Sergipe,jun,0,1/1/02
2003,Sergipe,jun,0,1/1/03
2004,Sergipe,jun,0,1/1/04
2005,Sergipe,jun,0,1/1/05
2006,Sergipe,jun,0,1/1/06
2007,Sergipe,jun,0,1/1/07
2008,Sergipe,jun,0,1/1/08
2009,Sergipe,jun,2,1/1/09
2010,Sergipe,jun,0,1/1/10
2011,Sergipe,jun,1,1/1/11
2012,Sergipe,jun,3,1/1/12
2013,Sergipe,jun,1,1/1/13
2014,Sergipe,jun,0,1/1/14
2015,Sergipe,jun,3,1/1/15
2016,Sergipe,jun,1,1/1/16
2017,Sergipe,jun,0,1/1/17
1998,Sergipe,jul,0,1/1/98
1999,Sergipe,jul,0,1/1/99
2000,Sergipe,jul,0,1/1/00
2001,Sergipe,jul,0,1/1/01
2002,Sergipe,jul,0,1/1/02
2003,Sergipe,jul,0,1/1/03
2004,Sergipe,jul,0,1/1/04
2005,Sergipe,jul,0,1/1/05
2006,Sergipe,jul,0,1/1/06
2007,Sergipe,jul,0,1/1/07
2008,Sergipe,jul,0,1/1/08
2009,Sergipe,jul,0,1/1/09
2010,Sergipe,jul,0,1/1/10
2011,Sergipe,jul,0,1/1/11
2012,Sergipe,jul,1,1/1/12
2013,Sergipe,jul,0,1/1/13
2014,Sergipe,jul,0,1/1/14
2015,Sergipe,jul,0,1/1/15
2016,Sergipe,jul,0,1/1/16
2017,Sergipe,jul,0,1/1/17
1998,Sergipe,aug,0,1/1/98
1999,Sergipe,aug,0,1/1/99
2000,Sergipe,aug,0,1/1/00
2001,Sergipe,aug,0,1/1/01
2002,Sergipe,aug,2,1/1/02
2003,Sergipe,aug,0,1/1/03
2004,Sergipe,aug,0,1/1/04
2005,Sergipe,aug,0,1/1/05
2006,Sergipe,aug,0,1/1/06
2007,Sergipe,aug,0,1/1/07
2008,Sergipe,aug,0,1/1/08
2009,Sergipe,aug,0,1/1/09
2010,Sergipe,aug,0,1/1/10
2011,Sergipe,aug,1,1/1/11
2012,Sergipe,aug,0,1/1/12
2013,Sergipe,aug,0,1/1/13
2014,Sergipe,aug,0,1/1/14
2015,Sergipe,aug,0,1/1/15
2016,Sergipe,aug,6,1/1/16
2017,Sergipe,aug,0,1/1/17
1998,Sergipe,sep,0,1/1/98
1999,Sergipe,sep,0,1/1/99
2000,Sergipe,sep,0,1/1/00
2001,Sergipe,sep,1,1/1/01
2002,Sergipe,sep,0,1/1/02
2003,Sergipe,sep,3,1/1/03
2004,Sergipe,sep,0,1/1/04
2005,Sergipe,sep,2,1/1/05
2006,Sergipe,sep,0,1/1/06
2007,Sergipe,sep,0,1/1/07
2008,Sergipe,sep,0,1/1/08
2009,Sergipe,sep,1,1/1/09
2010,Sergipe,sep,0,1/1/10
2011,Sergipe,sep,0,1/1/11
2012,Sergipe,sep,1,1/1/12
2013,Sergipe,sep,1,1/1/13
2014,Sergipe,sep,4,1/1/14
2015,Sergipe,sep,1,1/1/15
2016,Sergipe,sep,2,1/1/16
2017,Sergipe,sep,0,1/1/17
1998,Sergipe,oct,0,1/1/98
1999,Sergipe,oct,0,1/1/99
2000,Sergipe,oct,3,1/1/00
2001,Sergipe,oct,5,1/1/01
2002,Sergipe,oct,20,1/1/02
2003,Sergipe,oct,2,1/1/03
2004,Sergipe,oct,3,1/1/04
2005,Sergipe,oct,11,1/1/05
2006,Sergipe,oct,3,1/1/06
2007,Sergipe,oct,3,1/1/07
2008,Sergipe,oct,0,1/1/08
2009,Sergipe,oct,1,1/1/09
2010,Sergipe,oct,1,1/1/10
2011,Sergipe,oct,5,1/1/11
2012,Sergipe,oct,1,1/1/12
2013,Sergipe,oct,3,1/1/13
2014,Sergipe,oct,3,1/1/14
2015,Sergipe,oct,6,1/1/15
2016,Sergipe,oct,10,1/1/16
2017,Sergipe,oct,0,1/1/17
1998,Sergipe,nov,12,1/1/98
1999,Sergipe,nov,3,1/1/99
2000,Sergipe,nov,0,1/1/00
2001,Sergipe,nov,5,1/1/01
2002,Sergipe,nov,57,1/1/02
2003,Sergipe,nov,2,1/1/03
2004,Sergipe,nov,41,1/1/04
2005,Sergipe,nov,23,1/1/05
2006,Sergipe,nov,5,1/1/06
2007,Sergipe,nov,7,1/1/07
2008,Sergipe,nov,17,1/1/08
2009,Sergipe,nov,9,1/1/09
2010,Sergipe,nov,16,1/1/10
2011,Sergipe,nov,4,1/1/11
2012,Sergipe,nov,6,1/1/12
2013,Sergipe,nov,7,1/1/13
2014,Sergipe,nov,9,1/1/14
2015,Sergipe,nov,47,1/1/15
2016,Sergipe,nov,17,1/1/16
2017,Sergipe,nov,1,1/1/17
1998,Sergipe,dec,8,1/1/98
1999,Sergipe,dec,5,1/1/99
2000,Sergipe,dec,0,1/1/00
2001,Sergipe,dec,5,1/1/01
2002,Sergipe,dec,103,1/1/02
2003,Sergipe,dec,36,1/1/03
2004,Sergipe,dec,66,1/1/04
2005,Sergipe,dec,29,1/1/05
2006,Sergipe,dec,17,1/1/06
2007,Sergipe,dec,33,1/1/07
2008,Sergipe,dec,14,1/1/08
2009,Sergipe,dec,21,1/1/09
2010,Sergipe,dec,19,1/1/10
2011,Sergipe,dec,36,1/1/11
2012,Sergipe,dec,18,1/1/12
2013,Sergipe,dec,9,1/1/13
2014,Sergipe,dec,9,1/1/14
2015,Sergipe,dec,63,1/1/15
2016,Sergipe,dec,36,1/1/16
1998,Tocantins,jan,0,1/1/98
1999,Tocantins,jan,36,1/1/99
2000,Tocantins,jan,15,1/1/00
2001,Tocantins,jan,19,1/1/01
2002,Tocantins,jan,35,1/1/02
2003,Tocantins,jan,35,1/1/03
2004,Tocantins,jan,40,1/1/04
2005,Tocantins,jan,66,1/1/05
2006,Tocantins,jan,91,1/1/06
2007,Tocantins,jan,34,1/1/07
2008,Tocantins,jan,28,1/1/08
2009,Tocantins,jan,43,1/1/09
2010,Tocantins,jan,79,1/1/10
2011,Tocantins,jan,14,1/1/11
2012,Tocantins,jan,12,1/1/12
2013,Tocantins,jan,50,1/1/13
2014,Tocantins,jan,89,1/1/14
2015,Tocantins,jan,186,1/1/15
2016,Tocantins,jan,42,1/1/16
2017,Tocantins,jan,61,1/1/17
1998,Tocantins,feb,0,1/1/98
1999,Tocantins,feb,1,1/1/99
2000,Tocantins,feb,6,1/1/00
2001,Tocantins,feb,6,1/1/01
2002,Tocantins,feb,48,1/1/02
2003,Tocantins,feb,15,1/1/03
2004,Tocantins,feb,7,1/1/04
2005,Tocantins,feb,27,1/1/05
2006,Tocantins,feb,14,1/1/06
2007,Tocantins,feb,8,1/1/07
2008,Tocantins,feb,6,1/1/08
2009,Tocantins,feb,21,1/1/09
2010,Tocantins,feb,32,1/1/10
2011,Tocantins,feb,13,1/1/11
2012,Tocantins,feb,45,1/1/12
2013,Tocantins,feb,37,1/1/13
2014,Tocantins,feb,73,1/1/14
2015,Tocantins,feb,65,1/1/15
2016,Tocantins,feb,383,1/1/16
2017,Tocantins,feb,25,1/1/17
1998,Tocantins,mar,0,1/1/98
1999,Tocantins,mar,1,1/1/99
2000,Tocantins,mar,4,1/1/00
2001,Tocantins,mar,0,1/1/01
2002,Tocantins,mar,33,1/1/02
2003,Tocantins,mar,19,1/1/03
2004,Tocantins,mar,23,1/1/04
2005,Tocantins,mar,13,1/1/05
2006,Tocantins,mar,11,1/1/06
2007,Tocantins,mar,99,1/1/07
2008,Tocantins,mar,4,1/1/08
2009,Tocantins,mar,23,1/1/09
2010,Tocantins,mar,120,1/1/10
2011,Tocantins,mar,16,1/1/11
2012,Tocantins,mar,80,1/1/12
2013,Tocantins,mar,60,1/1/13
2014,Tocantins,mar,58,1/1/14
2015,Tocantins,mar,85,1/1/15
2016,Tocantins,mar,165,1/1/16
2017,Tocantins,mar,98,1/1/17
1998,Tocantins,apr,0,1/1/98
1999,Tocantins,apr,9,1/1/99
2000,Tocantins,apr,0,1/1/00
2001,Tocantins,apr,19,1/1/01
2002,Tocantins,apr,37,1/1/02
2003,Tocantins,apr,64,1/1/03
2004,Tocantins,apr,52,1/1/04
2005,Tocantins,apr,52,1/1/05
2006,Tocantins,apr,4,1/1/06
2007,Tocantins,apr,22,1/1/07
2008,Tocantins,apr,46,1/1/08
2009,Tocantins,apr,5,1/1/09
2010,Tocantins,apr,419,1/1/10
2011,Tocantins,apr,106,1/1/11
2012,Tocantins,apr,226,1/1/12
2013,Tocantins,apr,130,1/1/13
2014,Tocantins,apr,187,1/1/14
2015,Tocantins,apr,88,1/1/15
2016,Tocantins,apr,369,1/1/16
2017,Tocantins,apr,164,1/1/17
1998,Tocantins,may,0,1/1/98
1999,Tocantins,may,24,1/1/99
2000,Tocantins,may,69,1/1/00
2001,Tocantins,may,48,1/1/01
2002,Tocantins,may,138,1/1/02
2003,Tocantins,may,96,1/1/03
2004,Tocantins,may,350,1/1/04
2005,Tocantins,may,236,1/1/05
2006,Tocantins,may,35,1/1/06
2007,Tocantins,may,250,1/1/07
2008,Tocantins,may,81,1/1/08
2009,Tocantins,may,91,1/1/09
